"Area","ED","Energy","SS","ResidueLength","PairNumber","NewPredicted"
12114.4,73644.5,-4430,22,249,3630,1.85083207644448
23113,515458,-10360.8,144,540,18067,4.12053439281332
5914.76,7816.07,-1863.36,75,104,457,2.3792199449795
4998.36,4269.01,-1520,15,88,292,1.69072313688445
17460.4,230359,-11112,69,449,8352,0.106339233333333
8761.16,52381.4,-3970,20,188,2599,3.15719263132854
11615,73675.6,-4710,25,249,3630,1.55142296991294
13348.8,62530,-4600.51,119,237,2672,3.86006824891776
15035.8,138485,-7096.24,187,315,5630,0.2397846
6956.38,8910.23,-795,22,102,516,4.02948907015705
9740.41,45234.6,-2993.65,100,159,2181,3.38727831656676
9269.55,13659.8,-2929.42,10,148,729,3.90903138003905
9469.83,26534,-3281,47,181,1362,0.793308655007231
10540.5,50217.6,-4026.76,125,190,2118,1.29257962468757
9394.32,43250.7,-4149.2,16,197,2257,1.34951685883256
5491.92,7079.7,-1685.77,45,93,545,4.13574688245869
9010.09,30629.2,-2045.21,28,132,1513,3.42766353376068
12111,50888.6,-3770,36,216,2677,3.45907530259361
9682.78,28616.6,-1920,30,194,1521,4.30702879692634
3744.78,2116.86,-1090.8,22,54,165,1.85081375213259
18319.2,160834,-9630,93,388,6290,3.48919132127101
4833.98,3209.66,-1206.85,32,71,249,3.79440838285697
5400.15,4167.76,-1130,11,79,317,2.36082643176709
9956.07,10314,-1120,38,154,587,2.83272042859173
9050.64,17267.4,-3976.87,68,172,973,3.38302914823675
12138.7,64057,-2971,40,229,2750,2.08000593765306
4001.15,2202.24,-1149.17,20,54,165,1.57727951739491
7489.59,9656.68,-3255.23,24,138,554,2.74692290548326
20866.9,346271,-7620,106,462,11563,3.91887886040822
9194.93,11572,-3629,42,162,589,0.793823059471496
10515,37261,-3624,29,199,1752,1.26601348787879
9120.25,20361,-3571.74,92,163,1162,3.67627010454824
5475.94,4217.37,-967,12,79,317,2.5220932773584
16564.2,163852,-7424.87,76,352,6744,1.92666291105049
8273.3,12061.8,-2545.5,80,128,693,2.49267117761084
9075.6,20444.4,-3334.54,81,163,1162,4.23129496681082
7078.89,6562.1,-1920,11,119,395,3.04872837142857
23498.1,279738,-9723.86,79,468,9276,4.73904298512884
17351.2,157137,-9498,87,427,6406,0.41022315645933
9995.3,27819,-5397,158,195,1521,0.168881033333333
12622.1,80037.8,-6200,51,272,3539,2.83235655610535
6233.82,2923,-2977,119,94,224,0.35765569213686
14148.9,53441.4,-5671.95,65,288,2334,4.53653746539321
8147.95,9480,-3268,37,142,521,0.888298905494505
12410.8,73851.5,-3220,30,249,3630,1.94113650969527
16618,162568,-7484.82,83,352,6744,2.01616791566904
9359.94,37853.7,-3779.65,44,180,2054,4.53749735542154
14285.8,95221.8,-5736.03,54,294,4249,4.02117686019862
10266.1,18028.5,-3749.84,80,172,973,3.23539793130929
6728.96,13728.5,-1531.77,22,96,804,3.29677899920455
22776.7,410847,-9860,61,473,14125,3.5204078411078
13043.8,79949.3,-5630,59,272,3539,3.60203132661907
6843.42,13963.9,-2390.98,89,120,809,2.86407443827151
7247.13,13911,-2348.93,94,120,809,3.20694454867901
11596.4,29391.7,-2250,29,194,1521,4.33931583162188
5169.07,4599.89,-1510,29,85,343,1.37367532934755
14502.4,51109.8,-4000,44,234,2464,2.90760112213751
12222.7,71698.9,-5752.25,43,262,3211,4.70073865038776
5851.83,5093.59,-1911.67,61,96,347,0.546469001971326
21568.4,515106,-12676.8,126,540,18067,1.73492699945053
13357.7,62020.1,-4990,30,247,2754,3.31442879535975
10106.3,53225.8,-3240,21,188,2599,3.72177923918906
14321.3,62770.7,-2470,59,223,2059,2.70783486245312
7074.31,5575.89,-2302.63,69,107,346,3.98817887761315
10520.9,85711.6,-3010,27,220,3450,3.17243728340622
9185.37,38070.2,-3824.79,38,180,2054,4.59587619923759
12630,52820,-5926,88,237,2068,0.775149619047619
5643.51,7600.37,-1810.03,71,104,457,2.31012772711922
6962.55,4067.41,-2288.77,70,101,249,3.94100140874939
9531.34,33631.9,-3472.11,96,176,1922,4.20240135397321
8358.35,12491.7,-2562.73,80,128,693,3.31958131728733
13878.2,147429,-6207.86,171,308,6057,3.31408894575082
17527.8,164837,-7225.25,66,352,6744,2.142008660167
14794.5,209266,-8057,46,342,8074,0.0603842666666667
7384.61,16229,-4154,99,133,887,0.176013533333333
8816.53,17204.1,-2697.13,76,142,844,3.30415420076672
15579.1,99985,-4230,133,309,4069,0.627419935714286
8603.15,53427,-4363,17,192,2964,1.8036836857337
9973.46,26216.1,-3356.88,26,174,1415,3.70275429191094
8052.35,12306,-3127,23,145,688,0.73241779445647
9695.09,22086.6,-3921.21,43,176,1313,3.40745391666667
12110.4,75393.7,-4600,21,249,3630,2.11181985067213
15168.5,116890,-5870,65,271,4426,3.16143424104508
10381,30065.1,-1650,33,234,1581,2.12476627275141
9173.53,41268,-5112,41,197,2122,0.3338378
7738.23,26613.6,-3038.22,91,156,1521,4.18749346418517
17907,164425,-12973,323,422,5539,0.163948919047619
8466.28,25565,-3181.32,34,157,1519,2.78160471722855
12480.6,29013.8,-3956.41,64,214,1469,3.91044902984685
6874.98,14317.5,-2524.35,84,120,809,3.49150311824987
10185.5,29595.2,-1190,28,166,1111,3.38898227547807
10443.6,51952.1,-2770,36,188,2599,3.78747831485911
9943.22,26310.2,-3344.63,39,174,1415,3.60279219004935
7417.38,19164.1,-3250,9,119,973,3.09121894444445
9420.11,25888.3,-133.652,85,157,1519,3.30028944393264
41892.4,1088640,-21648,171,897,27204,0
4231.95,2732.69,-1011,42,54,204,3.93624342893774
6766.47,5356.74,-1900,9,79,292,1.72660199290135
4756.19,2975.76,-1311.22,47,67,224,3.92205587656535
18749.2,145798,-6000,74,449,5537,1.94246563660622
8156.65,9634.01,-2846.78,26,138,554,3.94655860549375
6614.38,5200.41,-1820,8,79,292,1.93416707337288
11835,16419.3,-3290,45,145,519,0.699388576190476
5317.98,4235.72,-1760,13,88,292,1.33591674360193
15654.6,49546.9,-4792.65,75,273,2061,2.96921585890052
10645.3,39822,-3972.91,22,193,2118,3.60178825830191
31080.7,888006,-20637,103,700,26711,0
9815.82,10425.8,-1810,34,154,587,2.87513304521186
2363.5,49.5836,-515,8,33,5,1.41505722578844
12063.8,78713.2,-6420,38,272,3539,3.02212752908678
3865.35,2197.4,-1095.95,20,54,165,1.65964510219519
13362.1,142469,-6406.95,159,308,6057,3.15050940276913
19068.1,199373,-7930,40,390,7459,3.42101241525673
7904.72,12865.9,-2683.74,15,132,806,3.8682968572825
8377.83,4536.49,-2635.86,37,131,271,4.35418161490957
11455.5,53824.5,-4424.8,111,209,2534,4.62919189789905
6209.99,5244.54,-1550,24,85,343,1.33236482348693
19065.6,196213,-10291,479,419,7105,0.0551308333333333
22962.9,255715,22900,90,540,8870,3.41028922410818
15039.6,111130,-9398,53,310,4066,0.0132776
30143.4,876210,-19987,134,775,23367,0
13303.9,45790,-5835.18,46,273,2061,3.75824858387595
5865.35,5920,-2260,38,100,422,1.32666292989556
4293.3,1940.16,-1040.06,5,63,166,2.90534064356158
5020.4,3881.18,-1470,15,79,292,3.4840313206758
6272.35,5774,-1963,62,89,399,0.298061166666667
9147.92,11692.6,-3087.77,45,156,654,4.13582575825335
5897.08,11336.8,-1953.91,25,102,764,4.11010964948236
12242.5,71299.5,-5536.06,47,262,3211,4.80607215176833
12238.4,73366.4,-3840,26,249,3630,1.84729644203415
10641.6,37628.6,-4199.38,126,205,1751,2.58893515979606
12106.4,42425,-4828,74,200,1634,0.210462666666667
10017.8,10289.7,-2070,36,154,587,2.49415782835451
9807.26,16724.5,-3861.46,84,172,973,2.98514537947101
5416.6,3455.89,-785.891,49,51,132,2.34291839655923
5921.16,5460,-1488,5,67,339,1.596684504349
7669.23,7378,-2593,8,128,399,0.116848266666667
4658.68,3038.6,-1193.01,38,71,249,2.48741606718026
13062.6,60759.6,-4619.26,137,237,2672,3.14236661683755
15312.5,117629,-4510,52,271,4426,2.35388191596857
8439,4673.22,-2534.22,29,131,271,4.66755985350345
24191.1,252677,-7870,101,537,8350,3.37810220675082
7894.29,10896.3,-1914.34,49,106,553,2.09727986190476
6486,11319.6,-1782.76,21,102,764,4.23861005134115
21526.4,406713,-6670,64,473,14125,3.14429481430672
10217.5,48375.7,-5230,17,216,2677,2.67473283257316
6739.9,12088.5,-1831.68,9,105,765,2.40310367848929
8866.98,13455.1,-2469.69,22,132,806,3.97675798840199
14709.5,59547.4,-3840,65,224,2192,4.03834890953092
5628.76,4794.22,-1390,20,85,343,1.09303087119114
9876.1,16843.3,-3658.78,78,172,973,2.62208189835165
5239.13,4522,-828,23,88,292,3.07278862100929
6435.55,7580.74,-1594.37,54,93,545,2.58445412921212
8989.56,19709,-2626,20,133,973,1.44722714166667
9330.67,16577.8,-3996.61,81,172,973,3.71887253736236
16971.2,163709,-7564.05,74,352,6744,1.96010392237712
15059.1,59382.9,-4930,35,215,2188,3.03433289970541
12979.5,79815.2,-4840,61,272,3539,3.57742054324269
10992.1,36421.5,-2890,26,166,1414,3.27183361791435
11890.9,58748.1,-3130,55,223,2822,4.2914618261804
13697.2,141006,-5010,53,315,5844,2.96906710944945
10588,37958.5,-3928.17,99,205,1751,2.91705255446943
20896.9,183386,-7830,91,449,5537,1.96905960259419
7319.59,8865.56,-1100,27,102,516,4.30836271648428
13630.1,51088.5,-3790,35,234,2464,2.87291391279785
9890.03,34363.9,-4483.67,132,208,1691,4.19325709473555
10903.9,18765.8,-1070,32,168,772,4.00055367380953
4894.01,4154.99,-849,11,79,317,2.23775906558601
16412.9,166044,-10104,53,370,6400,0.0896009974358975
5899.37,3765.68,-2570,12,86,205,3.00781570984522
5385.59,4274.58,-1020,13,88,292,1.39608266736446
18456.5,309079,-10674,339,448,10961,0.00519866666666667
8949.34,12374.1,-2678.52,93,136,619,3.04860089168848
8244.48,27901.7,-2859.15,88,156,1521,3.74678381977111
12258.6,68529,-5709,59,268,3290,0.895464487344205
13423.6,143754,-5770,56,315,5844,3.00205416937981
13585.8,51941.2,-4740,21,215,2188,3.17361250738307
14413.8,94380.2,-5484.76,42,294,4249,3.64743877011714
9338,52882.1,-4030,25,188,2599,2.8559056008974
11897.8,49503.4,-6700,24,215,2188,2.22869951313131
7247.4,14640.3,-2669.29,62,134,970,3.05370073435897
29565.4,539595,-14483,70,570,12042,0.0390093333333333
5494.41,1803.61,-1452.9,14,76,147,4.46557253455535
9257.35,37738,-3712.75,41,180,2054,4.6691715310967
14035.6,89880.5,-2920,32,254,3885,3.74626496057276
16291.8,137971,-8739,241,335,5636,0.0280692666666667
11335.2,55949.7,-2750,52,223,2822,4.46873689020363
7620.85,5443.75,-1520,16,79,292,1.79384827681939
22481.1,411078,-8210,62,473,14125,3.11282845697087
11595.2,69659,-5141.39,143,247,3373,1.46059197495725
8668.18,10477,-2754.48,88,139,587,2.7628851127777
5104.13,3105.29,-1163.4,44,71,249,2.38558177417001
13389.5,60743.2,-4240,45,247,2754,3.48867682808365
21902.3,514783,-11818.6,137,540,18067,3.87909081363267
7195.76,6616,-1917,28,106,344,2.57522850986687
4253.46,1464.42,-915.464,41,52,133,2.46620400591322
6864.24,10503.3,-3180,15,109,689,3.15979130198912
15823.3,117029,-4380,52,271,4426,2.58753576812267
11406.8,69209.7,-5206.65,148,247,3373,1.33912845398211
12873.8,73224.7,-5539.43,35,262,3211,4.78543055270197
8143.47,11692,-3968,20,157,691,0.260640187096774
22071.4,409639,-8820,61,473,14125,2.80424342210397
5114.7,4186.97,-1100,12,79,317,2.30838284051402
9317.62,36696.1,-4570,37,196,1997,3.51528354788487
11759.1,69636.2,-5079.75,150,247,3373,2.4313229760851
10500,58334,-4595.76,132,217,2904,2.09263135788737
13703.8,139452,-6680,43,315,5844,1.41205312751634
10854.3,36858.2,-4066.46,108,205,1751,3.07932275929824
8787.49,29620,-4037,19,173,1575,0.354745433333333
22228.3,150185,-9432,74,387,4254,0.210161114035088
5684.12,875,-937,10,73,64,0.698537147826087
11621.8,110382,-3500,46,235,4905,2.66812843281967
5685.07,1712.14,-1400.63,23,76,147,4.22713674710421
6034.82,10301.5,-3060,17,109,689,2.78772754003097
9951.83,12153.2,-2211.2,86,136,619,4.16732327536505
6632.62,11381,-3968,20,135,656,0.358938268253968
5922.96,11214.5,-2188.58,5,105,765,0.884472347278808
4186.54,2012.65,-1065.96,5,63,166,3.042898920002
20975.1,263877,-11197,51,433,8473,0.1395607
9035.99,24760,-2040,22,166,1111,3.036604128996
13919.4,56699.7,-4710,23,215,2188,3.28480217352916
4548.25,2785.72,-1409.37,54,67,224,1.794143113995
5625.2,6671,-1869,16,94,485,0.8427528
11922.4,49981,-5184,52,249,2393,0.697147544444445
9517.11,38138.3,-3790.82,38,180,2054,4.57560958951643
12915.7,123826,-5281,41,249,4519,0.641936224143693
9989.88,10583.6,-2660,34,154,587,2.95372061958995
8038.5,30345,-4098,25,154,1743,0.459342366666667
9269.93,51766.9,-3740,29,188,2599,2.91648897390243
8966.5,11176.1,-3159.39,46,156,654,3.98218432018075
9743.45,36045.4,-4880,46,196,1997,2.26616136188198
23845.4,548665,-11624,106,517,17885,0.457905745534931
13649.7,60699.3,-1910,53,223,2822,4.25719064222289
12779.2,79470.8,-6090,48,272,3539,3.26251129240246
2561.42,60.1407,-568,6,33,5,2.09440447680648
8740.97,24768,-3954,72,154,1363,0.440572333333333
18355,160555,-9940,88,388,6290,3.44560540931899
14025.7,94688.6,-5887.14,43,294,4249,3.2596118820983
11172.7,39521.6,-3839.8,68,193,2118,3.69039419059861
5917.08,4993.02,-2380,9,79,292,2.68073356504333
12579.8,43082,-5709,45,248,1524,0.133050744444444
8745.97,7673,-3097,21,149,459,0.429521187973856
6940.64,7872,-2576,26,97,315,0.303497433333333
4496.85,3986.35,-1410.99,10,72,340,3.49595954819937
10546.7,29354.2,-2719.32,105,145,1066,2.02919066876751
5046.23,3038.34,-1152.23,38,71,249,2.33887809751318
10415.5,14721,-2855,17,188,587,0.318105717099567
9472.19,30190.5,-3358.21,126,171,1747,4.69286740797448
26516.8,883787,-17427,85,647,23781,0
7622.18,7674.75,-958,138,109,486,4.50411503886937
11572.4,62254.1,-4510,45,223,2822,3.77750028395006
8366.23,22832,-4349,25,157,1307,0.1127689
9036.87,24938.1,-4256.53,17,177,1313,0.4695814
4765.08,2939.87,-1256.89,45,67,224,3.68735008060535
12492.5,73355.4,-4460,28,249,3630,1.95942783186033
5849.27,4420.27,-769,18,79,317,2.8424675599831
5625.71,7587.48,-1889.99,73,104,457,2.24421790891936
11988.4,59211,-5768,27,222,2327,0.971612365217392
11383.6,37936.4,-1600,37,166,1414,3.63676607927279
12574.6,116422,-3470,42,235,4905,2.5715337873936
5756.41,11137.8,-1875.06,19,102,764,4.08142744042309
6173.2,5201.75,-2010,9,79,292,1.84219158366774
12397.7,60918.6,-2070,54,223,2822,4.16961475306237
23453.1,267384,-10294,275,497,6864,0.271150918201243
22160.1,245987,-10400,83,537,8350,2.68077731217851
8837.42,27054.1,-2250,36,156,1364,3.8569169761609
12479.7,68088,-7615,42,260,3137,0.0619365
20562,401413,-14289,281,453,12978,0.012733
8930.65,13167,-3287,31,151,769,1.24753196805417
5286.35,3472.95,-817.654,48,51,132,2.24324443606847
11313.2,49866,-7591,42,242,2464,0.2483446
20305.8,459228,-13800,51,483,15505,2.70644164910606
32510.9,827634,-23198,171,886,22314,0
17334.1,218754,-11327,113,421,8088,0
9701.36,34140.3,-3608.73,84,176,1922,3.79194605856757
7486.88,4200.06,-2226.25,69,101,249,4.04602043483072
7144.28,14075.8,-2340.85,88,120,809,3.37631424022689
20351.6,166244,-9870,90,449,5537,1.74798138255812
7107.44,6872,-2936,46,120,400,0.176629666666667
9063.67,25554.9,-3100.25,38,157,1519,3.04570872994406
8948.59,30331.9,-2048.31,28,132,1513,3.51596192222222
7233.48,11814,-3064,4,121,725,0.794360028571429
10407.4,48746.2,-3300,34,216,2677,2.98568731397839
15775,272396,-11567,218,386,10522,0
5120.61,2970.03,-1235.16,48,67,224,2.94815678793128
19991.6,332821,-12838,69,369,9818,0.0968204333333333
9830.91,39579,-3987,38,182,1993,1.48859655273443
6285.85,7358.69,-1605.28,50,93,545,2.13602600270863
8301.92,26403.9,-2935.04,80,156,1521,4.00124191549103
10170.7,53420,-4262,6,191,2596,1.23300039309592
8394.69,9873.86,-2364.55,12,123,621,3.24621465245603
11694.8,53237.3,-4279.04,92,209,2534,4.48301087646366
3583.76,1328.17,-662.313,32,40,100,2.18089195109787
9207.28,9818.34,-2760,35,154,587,2.80294641655728
10512.9,34421.3,-4246.51,118,208,1691,4.36515028641327
13901,79332.7,-4720,45,272,3539,3.29903882472876
8065.18,20388.8,-3240,6,119,973,3.15785920000001
8999.73,12316,-2567.79,78,136,619,3.7871359885636
6887.39,3992.92,-2255.65,70,101,249,3.90981695648786
8792.97,17246.8,-2813.43,72,142,844,3.46185690629402
7583.38,26992.4,-3016.64,91,156,1521,4.19892271082741
6496.26,8463,-1578,11,117,553,0.329903833333333
7636.87,9368,-2372,28,106,553,0.868870995238095
16264.5,139893,-12300,90,449,5537,1.53710544462348
8966.23,23807.4,-2844.75,18,154,1252,3.27463494935065
6696.48,4973.95,-2093.84,51,107,346,2.61737621842527
6470.74,8372,-2215,9,105,580,0.06339
13925,66674.1,-3830,49,224,2192,3.47586099389317
5213.6,4223.87,-1530,13,88,292,1.35835653112422
23122.9,279240,-9455.99,67,468,9276,4.66128931626941
8735.94,12233.8,-2451.14,79,128,693,2.8452019322306
10080.4,21030.8,-3309.42,81,163,1162,3.92905232767406
7782.16,6518,-2882,27,120,458,0.74850917855911
6836.19,6597,-2753,10,118,429,0.124898833333333
6251.57,2015,-2135,13,88,133,0.47852827535014
8267.39,21257,-5098,12,166,1261,0.0987861
5830.89,6473,-1965,13,97,454,0.5697816
14036.3,59502,-6391,53,282,2133,1.70637472059334
6541.84,5810,-2687,9,88,369,0.0404559666666667
21731.2,449537,-11569,64,449,12507,0.117233425757576
2771.06,51.7653,-344,92,33,5,3.32838740438976
5943.17,4399.57,-1182.79,19,72,340,3.89899235985388
5724.02,7567.61,-1872.21,77,104,457,2.15347989844114
8395.77,19475.7,-209,21,119,973,2.77832921111111
25745.6,477467,-10000,52,483,15505,3.52299046588891
9095.83,27242.6,-2877.95,89,158,1403,3.28321609924479
15934,110185,-7670,49,322,4619,3.00305949373249
9203.42,14199,-3623,27,193,774,0.279231343472023
15676,116818,-5810,54,271,4426,2.62935984103385
11035.9,52719.7,-4349.52,91,209,2534,4.17953511453262
9629.54,39460.5,-2170,21,196,1885,3.06946437247422
3772.23,1455.05,-956.678,38,52,133,2.378233879714
15339.3,115658,-5160,57,271,4426,2.6827993278393
8739.01,19942.3,-3477.52,84,163,1162,2.35918864243793
7856.64,16673.7,-2737.84,65,142,844,3.46231066800118
13374.6,50931.7,-5660,36,234,2464,2.32455958560161
10306.7,18710,-6895,121,203,938,0.0117435
17148.6,152394,-7286,40,345,5525,0.125326727272727
9137.27,16652,-1355,35,116,767,0.6858919
5158.15,3682.71,-712.981,8,51,132,2.88028620140416
8512.69,29000,-3899,39,202,1637,1.61120772900433
5336.7,4391.7,-862,19,88,292,2.12593532139358
13734.5,101644,-7282,53,258,4710,0.470636
5374.83,3305.22,-1083.21,39,71,249,3.78597092059273
11152.6,68899.9,-5466.62,147,247,3373,1.31423623338347
9573.29,12302,-2481.41,90,136,619,3.97665508582544
22006.2,412627,-8410,67,473,14125,2.73338825214972
9265.92,39015.3,-3550,22,196,1885,2.84130821675736
13505.4,49957.3,-4000,33,234,2464,3.06865127790634
7536,18370,-3568,67,138,977,0.782865891666667
24859.4,263467,-10200,68,540,8870,3.00996203172662
9688.71,25950.3,-3364.72,24,174,1415,3.62832427661582
7046.89,8051.06,-2378.74,12,109,546,0.880520624908425
14716.5,58843.8,-5400,34,215,2188,3.1666409599226
2271.71,51.4882,-667,8,33,5,1.28956820959963
9790.87,27680.4,-2926.8,99,158,1403,3.65350979255146
11949.2,48448.3,3800,31,166,1414,3.64942468118039
17862.6,161520,2240,82,388,6290,3.32714846739086
14536.7,54081.8,-4110,40,215,2188,3.17106177395101
6976.37,14032,-2418.96,93,120,809,3.15294987602962
7464.85,9576.26,-2436.45,16,123,621,2.72813526245966
11563.2,45643,-6785.41,45,273,2061,0.476481833333333
6597.62,7644.06,-1647.9,69,104,457,2.75776341159055
11007.2,39602.9,-3884.41,28,193,2118,3.69313429148339
13184.3,49160.4,-2810,51,223,2059,2.60186811144663
8786.72,22538.6,-3794.4,113,168,1210,0.814588373760684
9250.03,27776.7,-3520.23,35,174,1415,3.22744638630447
9246.73,17321.3,-4193.81,35,183,931,1.37600949552418
5234.13,3475.47,-741.136,26,51,132,3.0273445794955
5750.41,1779.41,-1425.82,14,76,147,4.3456593767332
6763.19,4037.72,-2371.11,71,101,249,4.06556457865926
8528.01,29555,-3098,41,171,1465,2.65313060276168
9124.6,13700.2,-2899.21,15,148,729,4.12656332998905
9224.8,20473.4,-3515.7,102,163,1162,3.86410561983288
8236.11,30436.7,-2004.15,39,132,1513,3.74015653333334
7787.93,9556.38,-2020,43,154,587,1.96584645794293
11204.4,43904.3,-2550,23,196,1885,3.65267979684893
11699.7,26065,-4220,49,205,980,0.583560632748538
9737,32921.2,-3652.19,88,176,1922,3.61725261502614
12949.7,74374.4,-4340,24,249,3630,2.27120849381129
16656.8,164295,-7562.98,71,352,6744,1.93872791724278
10795.3,26759,-4841,51,194,1312,0.139454533333333
14036.1,167774,-6902,43,307,7203,0.0726927721804511
14635.7,134450,-5623,57,357,5958,0.442253263636363
19248.4,161076,-10600,71,388,6290,3.49083381866007
15712.7,223021,-8267,68,359,8597,0.0404202666666667
8037.22,10280.1,-2346.36,28,123,621,3.09958814573354
19195.2,139734,-10685,28,273,2610,0.115545460606061
4032.82,2180.87,-1013.2,28,54,165,2.32669887690822
11594.1,76018,-6502,61,260,3294,0.4423068
30150.6,835718,-14754,83,634,20638,0.005788
8087.36,21649,-5202,23,148,1205,0.0302586333333333
21889.1,181176,-8240,36,355,5126,0.0777226666666667
12966.9,73230,-6851,179,283,3459,0.0832378333333333
9335.19,12198.7,-2502.21,83,136,619,4.16406876362263
8250.11,4659.46,-2603.56,28,131,271,4.44804023962654
11200.8,51260.9,-4500,18,216,2677,3.33515232856466
5835,10973.4,-1952.84,25,102,764,4.08147666697485
12590.5,50977.3,-5180,36,234,2464,2.08866930406176
8392.77,20603.1,-3469.3,98,163,1162,3.6899954046305
8978.08,20290,-3557.28,91,163,1162,3.09465461785497
9905.66,10278.6,-2500,38,154,587,2.51738034376089
19416.5,225400,-9813,71,378,7096,0.219908866666667
3786.09,1430.1,-970.087,41,52,133,1.92740809849132
5065.53,4198.65,-817,11,79,317,2.22473926996914
11563.2,18955,-3677,8,183,895,0.41952906552712
4014.91,2176.7,-1127.7,20,54,165,1.56050616247146
16311.4,216020,-8490,76,375,7582,0.0522148666666667
11556.6,87819.6,-1590,20,220,3450,3.40825189459233
9412.21,52062.6,-2650,27,188,2599,3.25911624404226
13225.8,72614,-7054,39,252,2259,0.0655867666666667
20226.9,213976,-10369,87,458,7466,0.211908212698413
9453.26,37938.9,-3672.28,50,180,2054,4.65214439518233
3728.95,2142.39,-554.223,9,43,161,4.68629067325537
14208.7,95165.4,-5458.11,53,294,4249,3.90697948617265
8049,15594,-4192,28,140,771,0.0135536666666667
13647,96066.6,-5913.69,55,294,4249,3.5529352403616
5769.28,7186.24,-1618.15,47,93,545,3.46597462440605
11107.9,86447.4,-3290,20,220,3450,3.25910093441796
11333.5,114646,-4960,36,235,4905,2.35946758982064
11531.9,54310,-4786,79,216,2679,2.10242556644642
12779.2,67850,-5933,89,251,2827,0.394679866666667
3922.14,2188.49,-1181.03,20,54,165,1.61249647752768
15577.5,141482,-10038,97,346,5322,0.0539124
16741.2,61336,-7568,57,338,2329,0.295523290909091
9394.44,32587.4,-3681.88,83,176,1922,3.45112681155356
9713.35,24778,-5033,16,171,1209,0.0630198333333333
6637.21,13234.3,-1564.4,18,96,804,2.19916253357116
13304.8,75350.4,-4950,43,264,3217,3.11515832164502
5204.76,4328.81,-1260,15,88,292,1.64786732034854
9511.74,26507.9,-3427.66,24,174,1415,3.68925217005215
9376.5,31445,-5167,13,178,1746,0.0474098777777778
6069.9,3532,-2253,21,91,204,0.872470433333333
10447.9,27058,-3975,63,179,1211,0.751073219696969
13396.3,41963.3,-2690,49,234,1581,2.32485013137265
13268.8,58995.7,-4360,40,224,2192,3.03722261605003
9774.88,14423.7,-2739.35,23,148,729,3.10749476473681
5977.56,11316.8,-1864.34,18,102,764,4.1194031050951
8980.6,20405.6,-3497.41,91,163,1162,4.2081080583534
8531.16,25788,-1580,31,156,1364,3.44382406539391
10556.2,30070,-4387,28,184,1578,0.1870627
12605.5,74253.3,-4400,32,249,3630,2.23362506155746
14361.4,116344,-1540,44,235,4905,3.53378356413579
10207,85701.8,-4400,19,220,3450,2.04637600130445
9590.08,22703,-5147,98,178,1113,0.441037944444444
8263.19,11166.5,-3257.53,25,156,654,3.10868868478351
7229.54,4049.45,-2245.19,71,101,249,3.91329884486192
4121.1,4013.42,-1497.77,13,72,340,3.60135243102297
11277.6,43222,-4517,11,173,1414,0.1911344
6979.9,5241.15,-1490,7,79,292,1.91893401728074
5462.79,4349.97,-894,17,88,292,1.89005585674246
15345.8,143508,-4220,54,315,5844,3.6867626003613
3817.84,2168.43,-1127.9,20,54,165,1.5915350205204
24052.1,280611,-12500,80,540,8870,3.18694766066302
7893.81,10907,-3411.79,34,156,654,2.69708726837007
5537.33,8946,-2618,40,102,689,1.82477855439249
20363.8,167977,-8604,187,374,5026,0.213101833333333
22212.6,515668,-11559.6,139,540,18067,4.14900932570858
17178.4,160863,-7538.61,83,352,6744,2.34481767719786
23255.4,280683,-7992.75,82,468,9276,4.70313453093918
18060.3,197832,-9019,64,388,7464,0.765242889233573
21592.2,410271,-10500,61,473,14125,2.47362921164566
3486.98,1399.41,-587.226,21,40,100,4.22307219119047
9639.56,51149.8,-3840,33,188,2599,2.77163539655687
8383.54,16585.1,-2798.12,82,142,844,2.94362102474873
21891.8,253713,-14229,79,484,8345,0.701595040512266
5724.24,7661.08,-1842.84,71,104,457,2.38973923754537
16341.2,173260,-6960,88,403,6746,2.60130415073603
14574.9,141452,-4110,48,315,5844,3.51249689120018
11862.1,40793.3,-3852.12,109,205,1751,2.68447789126984
9357.46,29263.8,-3407.09,31,179,1626,4.48547569101532
6498.34,11994.5,-1842.36,8,105,765,2.34424877612825
2992.76,50.8788,-318,8,33,5,1.60003646425679
5611.04,7166.24,-1631.18,49,93,545,3.6090308741909
10369.1,28559.3,-2553.57,12,133,1027,0.519767866666667
6638.04,8392.86,-1050,27,102,516,3.54312771712371
5815.17,9151,-2388,13,98,650,0.418954198099641
6957.35,9201.49,-3202.33,18,138,554,2.67356838819902
10347.6,33669.2,-3452.07,85,176,1922,3.98297183014883
9635.05,26232.9,-3333.84,28,174,1415,3.62860295459262
18002.2,290568,-10453,71,466,10102,0.2415233
17305.8,171334,-2947,84,368,6522,1.15835034126984
2434.15,51.4555,-559,8,33,5,1.26878013282776
16322.1,93216,-9195,75,376,3635,0.0220745
10051.2,33891.3,-3482.4,89,176,1922,4.07069146779864
13604.3,52369.8,-6090.45,52,288,2334,4.56235396945391
14791.7,140010,-5030,45,315,5844,2.65200606116927
8171.24,15980,-4727,63,166,980,0.294543961904762
12630.5,74799.7,-4640,19,249,3630,2.00715249494465
9380.02,27019.2,-2914.85,97,158,1403,3.80392075934123
11944.1,82419,-6162,41,298,3716,0.486943283602672
7829.81,12871.1,-2740.65,16,132,806,3.83950647807196
7159.51,24153,-3204,31,158,1361,0.348367654545455
